藥品代碼,商品名稱,藥品學名,藥品中文名,ATC_CODE1,藥品分類代碼說明,DC藥預設替代藥,盤點分類,衛署適應症,商品名
DRO01I,Dropel 2.5mg/1ml Amp,DROPERIDOL,卓普注射液,N05AD08,注射藥,,針劑,DROPERIDOL適用於降低由於手術及診斷程序所造成之噁心、嘔吐。,DROPEL
DUA01E,Duasma HFA 200mcg/dose; 200d,BUDESONIDE,帝舒滿定量噴霧劑,R03BA02,外用分裝藥,,外用,支氣管氣喘。,DUASMA
DUF01E,Dufanas Nasal Spray 137/50mcg 120d,"AZELASTINE HYDROCHLORIDE,FLUTICASONE PRO",帝伏寧定量鼻噴懸液劑,R01AD58,外用分裝藥,,外用,本品適用於治療6歲以上兒童及成人之中度至重度過敏性鼻炎的相關症狀。,DUFANAS
DUO01E,Duofilm 15ml Bot,"Salicylic Acid, Lactic Acid",治疣液,D02AF,外用預設一份,,外用,除疣劑,DUOFILM
DUO01O,Duodart 0.5mg/0.4mg Cap,"Dutasteride, Tamsulosin",多適達(橘色/棕色橢圓形)膠囊,G04CA52,口服藥,,口服,具有症狀且攝護腺增大之攝護腺肥大症的第二線治療。,DUODART
DUP01I,Dupixent 300mg/2ml Syringe,Dupilumab,杜避炎注射劑,D11AH05,注射藥預設一份,,冰箱(針劑),1.異位性皮膚炎：可用於治療患有中度至重度異位性皮膚炎且對局部處方治療控制不佳或不適合使用該療法的成人病人及6個月以上的兒童病人。可併用或不併用局部皮質類固醇治療。2.氣喘：可作為6歲(含)以上患有嗜酸性白血 ...後略，請點選【藥品仿單】分頁查閱,DUPIXENT
DUP04O,Dupin 5mg Tab #4,DIAZEPAM,樂平片(淡黃圓凸形)錠劑,N05BA01,管四非麻醉藥,,管4,焦慮狀態、失眠、肌肉痙攣,DUPIN
DUR01I,Duratocin 100mcg Vial,Carbetocin,巧特欣注射劑,H01BB03,注射藥預設一份,,針劑,預防子宮收縮乏力造成的產後出血。,DURATOCIN
DUR05E,Duratears Oph Oint 3.5gm Tube,MINERAL OIL,淚膜眼藥膏,S01XA20,外用預設一份,,外用,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,DURATEARS
DUX01O,Duxetine 30mg Cap,DULOXETINE HCL,萬憂停(白色/藍色長圓柱形)膠囊,N06AX21,口服藥,,口服,"重鬱症、廣泛性焦慮症、糖尿病周邊神經痛、纖維肌痛。
",DUXETINE
DYN01I,Dynastat 40mg Vial,PARECOXIB,得術泰注射劑,M01AH04,注射藥,,針劑,短期(不宜超過四天)使用於外科手術後疼痛之緩解。,DYNASTAT
DYS01I,Dysport 500u Vial,CLOSTRIDIUM BOTULINUM TOXIN TYPE A,儷緻注射劑,M03AX01,鎖檔,,冰箱(針劑),成人上肢痙攣(包含成人中風後之手臂痙攣及創傷性腦傷後之上肢痙攣)、成人下肢痙攣(包含成人中風後或創傷性腦損傷後之下肢痙攣)、眼瞼痙攣、半邊顏面痙攣、痙攣性斜頸、小兒腦性麻痺引起之肌肉痙攣及上肢痙攣、腋窩多汗症、皺眉紋及魚尾紋。,DYSPORT
EAR01E,Earflo Otic Soln 3mg/ml;5ml,OFLOXACIN HCL,耳復欣點耳液,S02AA16,外用預設一份,,外用,成人及小兒外耳炎，成人及青少年鼓膜穿孔之慢性中耳炎、裝有鼓膜造口管的小兒急性中耳炎。,EARFLO
EAS01E,Easy Antiseptic Liq 2% 200mL Bot (粉紅),CHLORHEXIDINE GLUCONATE,克菌寧殺菌液,D08AC02,外用預設一份,,外用,手術前手部消毒、病房手部消毒、病人手術前皮膚消毒。,EASY
EAS02E,Easy Antiseptic Soln 2% 30ml Tube,CHLORHEXIDINE GLUCONATE,克菌寧殺菌潔淨液 2%,D08AC02,外用預設一份,,外用,手術前手部消毒、病房手部消毒、病人手術前皮膚消毒。,EASY
ECO03E,Econazine Cream 10gm Tube,"ECONAZOLE NITRATE 1%,TRIAMCINOLONE ACET",益膚清乳膏,D01AC20,外用預設一份,,外用,緩解濕疹或皮膚炎。 治療皮膚表淺性黴菌感染，如足癬(香港腳)、股癬、汗斑。,ECONAZINE
ECT02O,Ectrin 300mg Cap,ERDOSTEINE,痰止(黃/綠色橢圓形)膠囊,R05CB15,口服藥,,口服,袪痰。,ECTRIN
EDA01O,Edarbi 40mg Tab,Azilsartan Medoxomil,易得平(白色圓形)錠,C09CA09,口服藥,,口服,治療高血壓,EDARBI
EDI01O,Ediol FC 1mg Tab,ESTRADIOL,伊黛歐(明紅橙圓扁形)膜衣錠,G03CA03,口服藥,,口服,雌性激素不足所引起之諸症狀和預防更年期婦女骨質流失。,EDIOL
EFE02O,EFFEXOR XR 75mg Cap,VENLAFAXINE (HCL),速悅(淡紅橙/淡紅橙長圓柱形)膠囊,N06AX16,口服藥,,口服,鬱症、泛焦慮症、社交焦慮症、恐慌症。,EFFEXOR
EFE03O,Effexor XR 37.5mg Cap#,VENLAFAXINE (HCL),速悅(淺灰色/白色長圓柱形)膠囊,N06AX16,口服藥,,口服,鬱症、泛焦慮症、社交焦慮症、恐慌症。,EFFEXOR
EFI01O,EFIENT 5MG TAB,prasugrel hydrochloride,抑凝安(橘紅色橢圓形)膜衣錠5毫克,B01AC22,鎖檔,,口服,Efient適用於需要冠狀動脈介入性治療(PCI)的急性冠狀動脈症候群(ACS；不穩定型心絞痛[UA]、非ST段上升之心肌梗塞[NSTEMI]或ST段上升之心肌梗塞[STEMI])。,EFIENT
EFI02O,Efient 3.75mg Tab#,prasugrel hydrochloride,抑凝安(粉紅色橢圓形)膜衣錠3.75毫克,B01AC22,口服藥,,口服,Efient適用於需要冠狀動脈介入性治療(PCI)的急性冠狀動脈症候群(ACS；不穩定型心絞痛[UA]、非ST段上升之心肌梗塞[NSTEMI]或ST段上升之心肌梗塞[STEMI])。,EFIENT
EFI03O,EFIENT 20MG OD TAB  (恩慈),PRASUGREL HYDROCHLORIDE,抑凝安(白色微黃橢圓形)口溶錠,B01AC22,口服藥,,口服,適用於需要冠狀動脈介入性治療(PCI)的急性冠狀動脈症候群(ACS；不穩定型心絞痛[UA]、非ST段上升之心肌梗塞[NSTEMI]或ST段上升之心肌梗塞[STEMI]。,EFIENT
EFU01E,Efucon Gel 7.5mg/gm; 15gm,METRONIDAZOLE,益膚康凝膠,D06BX01,外用預設一份,,外用,因酒渣鼻引起發炎性丘疹、膿?及紅腫。,EFUCON
ELI01I,Eligard 22.5mg Syringe,LEUPRORELIN ACETATE,癌立佳持續性藥效皮下注射劑,L02AE02,注射藥預設一份,,冰箱(針劑),用於晚期前列腺癌紓解治療，以及與放射治療併用於高風險的局部和局部晚期荷爾蒙依賴型前列腺癌治療。,ELIGARD
ELI02E,Elidel Cream 1% 10gm Tube#,PIMECROLIMUS,醫立妥,D11AH02,外用預設一份,,外用,第二線使用於3個月以上兒童、青少年及成人異位性皮膚炎之短期及間歇性長期治療。,ELIDEL
ELI02I,Eligard 7.5mg Syringe,LEUPRORELIN ACETATE,癌立佳持續性藥效皮下注射劑,L02AE02,注射藥預設一份,,冰箱(針劑),用於晚期前列腺癌紓解治療，以及與放射治療併用於高風險的局部和局部晚期荷爾蒙依賴型前列腺癌治療。,ELIGARD
ELI02O,ELIQUIS FC 5MG TAB#,Apixaban,艾必克凝(粉紅雙凸橢圓形)膜衣錠5毫克,B01AF02,口服藥,,口服,用於成人非瓣膜性心房纖維顫動病患且有以下至少一項危險因子者預防發生中風與全身性栓塞。危險因子包括：(1)曾發生腦中風或短暫性腦缺血發作(transient ishemic attack)，(2)年齡大於或等於75歲，(3)高血壓，(4)糖尿 ...後略，請點選【藥品仿單】分頁查閱,ELIQUIS
ELI03E,Elisone Cream 0.1% 5g,MOMETASONE FUROATE,安膚樂乳膏,D07AC13,外用預設一份,,外用,,ELISONE
ELI03O,Eliquis FC 2.5mg Tab#,Apixaban,艾必克凝(黃色雙凸圓形)膜衣錠2.5毫克,B01AF02,口服藥,,口服,用於成人非瓣膜性心房纖維顫動病患且有以下至少一項危險因子者預防發生中風與全身性栓塞。危險因子包括：(1)曾發生腦中風或短暫性腦缺血發作(transient ishemic attack)，(2)年齡大於或等於75歲，(3)高血壓，(4)糖尿 ...後略，請點選【藥品仿單】分頁查閱,ELIQUIS
ELT01O,Eltroxin 50mcg Tab,"THYROXINE SODIUM, ANHYDROUS",昂特欣(白色圓扁形)錠劑,H03AA01,口服藥,,口服,甲狀腺機能減退症。,ELTROXIN
EME01O,Emetrol 10mg Tab,DOMPERIDONE,癒吐寧(白色圓扁形)錠劑,A03FA03,口服藥,,口服,噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。,EMETROL
EME02O,Emend 80mg Cap,APREPITANT,止敏吐(白色/白色長圓柱形)膠囊,A04AD12,口服藥,,口服,與其他止吐藥劑併用，可以防止由高致吐性及中致吐性癌症化療藥物在初次或重覆使用時所引起的急性或延遲性噁心與嘔吐。,EMEND
EME03O,Emend 125mg Cap,APREPITANT,止敏吐(粉紅/紅色長圓柱形)膠囊,A04AD12,口服藥,,口服,與其他止吐藥劑併用，可以防止由高致吐性及中致吐性癌症化療藥物在初次或重覆使用時所引起的急性或延遲性噁心與嘔吐。,EMEND
EML01E,Emla Cream 5% 5gm Tube,"LIDOCAINE,PRILOCAINE",安麻樂,D04AB01,外用預設一份,,外用,與下列狀況有關的皮膚表面止痛：１插針，如靜脈注射導管或抽血前；２表皮外科處置；３生殖器粘膜，如表皮外科處置前或浸潤麻醉前。,EMLA
ENB01I,ENBREL 50mg Syringe#,ETANERCEPT,恩博,L04AB01,注射藥預設一份,,冰箱(針劑),適用於對疾病緩解型抗風濕性藥物(即DMARDs，包括methotrexate )無適當療效之成人活動性類風濕性關節炎。也適用於先前未使用methotrexate治療之成人中度至重度活動性類風濕性關節炎。這些病人的X光檢查顯示，本品可以 ...後略，請點選【藥品仿單】分頁查閱,ENBREL
ENB02I,Enbrel 25mg Syringe#,ETANERCEPT,恩博針筒裝注射劑,L04AB01,注射藥預設一份,,冰箱(針劑),適用於對疾病緩解型抗風濕性藥物(即DMARDs，包括methotrexate )無適當療效之成人活動性類風濕性關節炎。也適用於先前未使用methotrexate治療之成人中度至重度活動性類風濕性關節炎。這些病人的X光檢查顯示，本品可以 ...後略，請點選【藥品仿單】分頁查閱,ENBREL
END02O,Endoxan 50mg Tab#,CYCLOPHOSPHAMIDE,癌德星(白色圓凸形)錠劑50毫克,L01AA01,口服化學治療藥物,,口服,防治癌症,ENDOXAN
ENG01I,Engerix-B (自費) 20mcg/1ml Vial,HEPATITIS B VACCINE,安在時,J07BC01,注射藥預設一份,,冰箱(針劑),預防Ｂ型肝炎,ENGERIX-B
ENO01E,Enoxolone Gingival Paste 80gm Tube,Enoxolone,齒博士牙齦膏,D03AX10,外用預設一份,,外用,第一次使用前須先經過牙科醫師診斷。緩解牙齦紅腫、牙齦發炎。對於齒齦疾病期間的消腫、抗發炎具有緩解的效果。,ENOXOLONE
ENS01I,Enspryng 120mg Syringe,Satralizumab,櫻普立皮下注射劑120毫克,L04AC19,個案藥,,冰箱(針劑),適用於治療水通道蛋白4自體抗體陽性[anti-aquaporin-4 (AQP4) antibody positive]的泛視神經脊髓炎(Neuromyelitis optica spectrum disorder， NMOSD)之成人及12歲以上青少年病人。,ENSPRYNG
ENT01I,Entyvio 300mg Vial,VEDOLIZUMAB,安潰悠凍晶注射劑,L04AA33,注射藥,,冰箱(針劑),１、 適用於治療以下的成人病人：(１)中度至重度活性潰瘍性結腸炎。(２)中度至重度活性克隆氏症。對腫瘤壞死因子 (TNF) 阻斷劑或免疫調節藥物治療反應不佳、失去治療反應或無法耐受；或對皮質類固醇治療反應不佳、無 ...後略，請點選【藥品仿單】分頁查閱,ENTYVIO
ENT01O,Entresto  100mg Tab#,Sacubitril/Valsartan,健安心(淺黃色橢圓形)膜衣錠100毫克,C09DX04,口服藥,,口服,治療慢性心臟衰竭（紐約心臟學會[NYHA]第二級至第四級）且左心室射出分率降低的病人，減少心血管死亡和心臟衰竭住院風險。,ENTRESTO
ENT02I,Entyvio (恩慈) 300mg Vial,VEDOLIZUMAB,安潰悠凍晶注射劑,L04AA33,注射藥,,冰箱(針劑),１、 適用於治療以下的成人病人：(１)中度至重度活性潰瘍性結腸炎。(２)中度至重度活性克隆氏症。對腫瘤壞死因子 (TNF) 阻斷劑或免疫調節藥物治療反應不佳、失去治療反應或無法耐受；或對皮質類固醇治療反應不佳、無 ...後略，請點選【藥品仿單】分頁查閱,ENTYVIO
ENT02O,ENTRESTO 200MG TAB#,Sacubitril/Valsartan,健安心(淺粉紅色橢圓形)膜衣錠200毫克,C09DX04,口服藥,,口服,治療慢性心臟衰竭（紐約心臟學會[NYHA]第二級至第四級）且左心室射出分率降低的病人，減少心血管死亡和心臟衰竭住院風險。,ENTRESTO
ENT03O,Entresto 50mg Tab#,Sacubitril/Valsartan,健安心50毫克膜衣錠,C09DX04,口服藥,,口服,治療慢性心臟衰竭（紐約心臟學會[NYHA]第二級至第四級）且左心室射出分率降低的病人，減少心血管死亡和心臟衰竭住院風險。,ENTRESTO
ENV01I,EnVAX-A71 Vaccine 0.5mL Syringe,ENTEROVIRUS 71,安拓伏腸病毒71型疫苗,J07BX06,注射藥預設一份,,冰箱(針劑),適用於2個月以上至未滿6歲嬰幼兒的主動免疫接種，以預防腸病毒71型感染所引起之疾病。,ENVAX-A71
ENV02I,Envacgen Vaccine 0.5mL Syringe,ENTEROVIRUS 71,恩穩健腸病毒71型疫苗,J07BX06,注射藥預設一份,,冰箱(針劑),適用於2個月以上至未滿6歲嬰幼兒的主動免疫接種，以預防腸病毒71型感染所引起之疾病。,ENVACGEN
EPB01O,Epbutol 400mg Tab#,ETHAMBUTOL,易復癆(白色圓扁形)錠,J04AK02,口服藥,,口服,結核病,EPBUTOL
EPC01O,Epclusa 400/100mg Tab,"Sofosbuvir,Velpatasvir",宜譜莎(粉紅色菱形)膜衣錠,J05AP55,醫師零購藥品,,口服,適用於治療12歲以上且體重至少30公斤之兒童與成人病人的慢性C型肝炎病毒 (HCV) 基因型1、2、3、4、5或6之感染症。,EPCLUSA
EPH01I,Ephedrine 40mg/1ml Amp,EPHEDRINE,鹽酸麻黃素,C01CA26,注射藥,,針劑,支氣管性氣喘、血管運動神經性鼻炎、過敏性鼻炎、脊椎麻醉導致之急性低血壓,EPHEDRINE
EPI01E,Epirenin Solution 500ML,EPINEPHRINE,妙舒安液,B02BC09,外用藥,,外用,手術時外傷、鼻、拔牙後、齒齦等局部出血的預防與治療，鼻、口腔黏膜的充血、腫脹。,EPIRENIN
EPO02I,Eprex 2000IU/0.5mL Syringe#,RECOMBINANT HUMAN ERYTHROPOIETIN (R-HUEP,宜保利血注射液,B03XA01,注射藥,,冰箱(針劑),治療與慢性腎臟功能失調有關的貧血症狀或因此而需要輸血之患者、治療與癌症化學治療有關的症狀性貧血。,EPREX
EQU01O,Equfina 50mg Tab,SAFINAMIDE,愛可穩(白色扁圓形)錠,N04BD03,口服藥,,口服,用於改善以含有levodopa製劑治療的帕金森氏症之藥效漸退現象(wearing-off phenomenon)。,EQUFINA
ERA01I,Eraxis 100mg Vial#,ANIDULAFUNGIN,助黴飛注射劑,J02AX06,注射藥,,冰箱(針劑),治療成人和1個月以上的兒童病人之侵襲性念珠菌感染,ERAXIS
ERA02O,Eraflu 75mg Cap (自費),OSELTAMIVIR,易剋冒(明黃/淺灰長圓柱形)膠囊,J05AH02,口服藥,,口服,成人和兒童（包含足月新生兒）的流行性感冒之治療。成人和1歲或以上兒童的流行性感冒之預防。,ERAFLU
ERE01I,Erelzi 50mg/1mL Pen,ETANERCEPT,爾瑞易注射液,L04AB01,注射藥預設一份,,冰箱(針劑),適用於對疾病緩解型抗風濕性藥物(即DMARDs，包括methotrexate )無適當療效之成人活動性類風濕性關節炎。也適用於先前未使用methotrexate治療之成人中度至重度活動性類風濕性關節炎。這些病人的X光檢查顯示，本品可以 ...後略，請點選【藥品仿單】分頁查閱,ERELZI
ERG01O,Ergometrine 0.2mg Tab,ERGONOVINE MALEATE,意如宮(紫紅六角扁形)錠劑,G02AB03,口服藥,,口服,分娩時的子宮弛緩性出血、流產後出血、產褥期出血、子宮內膜刮除後的出血、子宮收縮不全,ERGOMETRINE
ERL01O,Erleada 60mg Tab,apalutamide,安列康(淡黃綠長橢圓形)膜衣錠,L02BB05,口服化學治療藥物,,口服,ERLEADA適用於治療下列病人：(1) 轉移性的去勢敏感性前列腺癌 (mCSPC)。(2) 非轉移性的去勢抗性前列腺癌 (nmCRPC)。,ERLEADA
ERY03O,Erythromycin 250mg Cap#,ERYTHROMYCIN,紅黴素(黃色/棗褐長圓柱形)膠囊,J01FA01,口服藥,,口服,葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,ERYTHROMYCIN
ESM01I,Esmeron 50mg/5ml Vial,ROCURONIUM BROMIDE,安心麻儂,M03AC09,注射藥,,冰箱(針劑),全身麻醉的輔佐藥，以幫助支氣管內插管、提供手術需快速麻醉誘導時骨骼肌肉鬆弛狀態，加護病房中需插管及使用人工呼吸器時。,ESMERON
ESM02I,Esmolol 100mg/10ml Vial,ESMOLOL HCL,律平注射液,C07AB09,注射藥,,針劑,上心室心搏過速、手術中及手術後心搏過速、高血壓。,ESMOLOL
EST04O,Estromon 0.625mg Tab,CONJUGATED ESTROGENS,伊使蒙(淡紅紫圓扁形)膜衣錠,G03CA57,口服藥,,口服,與停經有關血管性症狀、萎縮性陰道炎、骨質疏鬆症、女陰乾皺、女性生殖腺官能不足、原發性卵巢衰竭、荷爾蒙不平衡官能異常性子宮出血。,ESTROMON
ESV01E,Esvatin Vag 0.5mg Tab,ESTRIOL,薇詩婷陰道錠,G03CA04,外用分裝藥,,外用,陰道炎、子宮頸管炎及子宮膣部糜爛。,ESVATIN
ESZ01O,Eszo 2mg Tab #4,ESTAZOLAM,艾斯樂(白色圓扁形)錠劑,N05CD04,管四非麻醉藥,,管4,失眠。,ESZO
ETU01O,Etumine 40mg Tab,CLOTIAPINE,意妥明(白色圓扁型)錠,N05AH06,口服藥,,口服,精神病狀態,ETUMINE
EUR02O,Euricon 50mg Tab#,BENZBROMARONE,優力康(白色圓扁形)錠,M04AB03,口服藥,,口服,痛風、高尿酸血症。,EURICON
EVA01E,Evac Enema,"SODIUM BIPHOSPHATE,SODIUM PHOSPHATE",意福,A06AG01,外用藥,,外用,便秘之緩解，大腸檢查前腸道內容物之排空，腹部手術前之緩下劑。,EVAC
EVE01I,Evenity 105mg/1.17ml; 2vial/Box#,Romosozumab,益穩挺注射液,M05BX06,注射藥預設一份,,冰箱(針劑),適用於治療有高度骨折風險之停經後婦女骨質疏鬆症，其定義為發生過骨質疏鬆性骨折，或具有多重骨折風險因子。,EVENITY
EVI01O,Evista 60mg Tab#,RALOXIFENE HCL,鈣穩(白色橢圓形)錠劑,G03XC01,口服藥,,口服,預防及治療停經後婦女骨質疏鬆症。,EVISTA
EVO01O,Evoxac 30mg Cap#,CEVIMELINE HCL,愛我津(白色長橢圓形)膠囊,N07AX03,口服藥,,口服,治療Sjogren's Syndrome所引起的口乾症狀。,EVOXAC
EXE01E,Exelderm Cream 10gm Tube,SULCONAZOLE NITRATE,優足達乳膏,D01AC09,外用預設一份,,外用,下列皮膚黴菌之治療：足癬（香港腳）股癬、體癬、皮膚念珠菌症、花斑癬（汗斑）,EXELDERM
EXE02E,Exelderm Solution 1% 10ml,SULCONAZOLE NITRATE,優足達,D01AC09,外用預設一份,,外用,下列皮膚黴菌病之治療：足癬（香港腳）股癬、體癬、皮膚念珠菌症、花斑癬（汗斑）,EXELDERM
EXE03E,Exelon Patch 4.6mg/24hrs#,RIVASTIGMINE,憶思能穿皮貼片#,N06DA03,外用藥,,外用,輕度至中度阿滋海默氏病之失智症。,EXELON
EXE04O,Exelon 3mg Cap#,RIVASTIGMINE,憶思能(明黃橙/明黃橙長圓柱形)膠囊,N06DA03,口服藥,,口服,輕度至中度阿滋海默氏病之失智症。與帕金森氏症相關的輕度至中度失智症。,EXELON
EXE05O,EXELON 4.5mg Cap#,RIVASTIGMINE,憶思能(濁紅橙/濁紅橙長圓柱形)膠囊,N06DA03,口服藥,,口服,輕度至中度阿滋海默氏病之失智症。與帕金森氏症相關的輕度至中度失智症。,EXELON
EXE06O,Exelon 6mg Cap#,RIVASTIGMINE,憶思能(濁紅橙/鮮黃橙長圓柱形)膠囊,N06DA03,口服藥,,口服,輕度至中度阿滋海默氏病之癡呆（失智）症。與帕金森氏症相關的輕度至中度癡呆（失智）症。,EXELON
EXF01O,Exforge(二合一) 5/80mg Tab,"AMLODIPINE 5mg, VALSARTAN 80mg",易安穩(淡黃色圓形)膜衣錠,C09DB01,口服藥,,口服,治療高血壓，此複方藥品不適用於起始治療。,EXFORGE(二合一)
EXT01I,Extencilline 2.4MUI Vial,BENZATHINE BENZYLPENICILLIN,,J01CE08,鎖檔,Bicillin L-A 2.4MIU/4ml Susp Inj,針劑,,EXTENCILLINE
EYB01E,Eybelis 0.002% 2.5ml Bot,OMIDENEPAG ISOPROPYL,愛倍力點眼液,S01EX06,外用預設一份,,冰箱(外用),治療隅角開放性青光眼及高眼壓症。,EYBELIS
EYL01I,Eylea 2mg/0.05mL Vial#,aflibercept,采視明瓶裝注射液,S01LA05,注射藥,,冰箱(針劑),適用於治療血管新生型(濕性)年齡相關性黃斑部退化病變。中央視網膜靜脈阻塞(CRVO)續發黃斑部水腫所導致的視力損害。糖尿病黃斑部水腫(DME)所導致的視力損害。分支視網膜靜脈阻塞(BRVO)續發黃斑部水腫所導致的視力損害 ...後略，請點選【藥品仿單】分頁查閱,EYLEA
EYL02I,Eylea (恩慈) 2mg/0.05mL Vial,aflibercept,采視明瓶裝注射液,S01LA05,注射藥,,冰箱(針劑),適用於治療血管新生型(濕性)年齡相關性黃斑部退化病變。中央視網膜靜脈阻塞(CRVO)續發黃斑部水腫所導致的視力損害。糖尿病黃斑部水腫(DME)所導致的視力損害。分支視網膜靜脈阻塞(BRVO)續發黃斑部水腫所導致的視力損害 ...後略，請點選【藥品仿單】分頁查閱,EYLEA
EYL03I,EYLEA 8MG/70MCL VIAL,AFLIBERCEPT,采視明瓶裝注射液,S01LA05,注射藥,,冰箱(針劑),血管新生型 (溼性) 年齡相關性黃斑部退化病變。 糖尿病黃斑部水腫(DME)所導致的視力損害。,EYLEA
EYL04I,EYLEA (恩慈) 8MG/70MCL VIAL,AFLIBERCEPT,采視明瓶裝注射液,S01LA05,注射藥預設一份,,冰箱(針劑),血管新生型 (溼性) 年齡相關性黃斑部退化病變。 糖尿病黃斑部水腫(DME)所導致的視力損害。,EYLEA
EZE01O,Ezetrol 10mg Tab#,EZETIMIBE,怡妥(白色扁長圓柱形)錠劑,C10AX09,口服藥,,口服,高膽固醇血症、同型接合子性麥硬脂醇血症(植物脂醇血症)、「Ezetimibe和Simvastatin 40mg併用於近10日之內因急性冠心症候群(acute coronary syndrome)而住院的患者，可減少主要心血管事件(major cardiovascular events)之發生」。,EZETROL
